operon_id,promoter_start,promoter_end,gene_names,bin,operon_name,gene_list,bin_coverage,gene_start,gene_end,operon_start,operon_end,strand,operon_length,total_expression,normalized_expression
Rv0768_up,860562,860911,Rv0768,bin173,Rv0768_up,['Rv0768'],{173: 1.0},860912,862381,860562,862381,+,1470,1872,1.273469388
Rv0775_up,868057,868406,Rv0775,bin174,Rv0775_up,['Rv0775'],{174: 1.0},868407,869030,868057,869030,+,624,813,1.302884615
Rv0779c_up,873293,873642,Rv0779c,bin175,Rv0779c_up,['Rv0779c'],{175: 1.0},873292,872672,872672,873642,-,619,333,0.537964459
Rv0784_up,878288,878637,"Rv0784,Rv0785","bin176, bin177",Rv0784_up,"['Rv0784', 'Rv0785']","{176: 0.6222302942244824, 177: 0.3777697057755176}",878638,881040,878288,881040,+,2403,2434,1.012900541
Rv0792c_up,886647,886996,"Rv0790c,Rv0791c,Rv0792c","bin177, bin178",Rv0792c_up,"['Rv0790c', 'Rv0791c', 'Rv0792c']","{177: 0.3176068376068376, 178: 0.6823931623931624}",886646,884072,884072,886996,-,2573,3883.5,1.509327633
Rv0793_up,886369,886718,Rv0793,bin178,Rv0793_up,['Rv0793'],{178: 1.0},886719,887024,886369,887024,+,306,94,0.307189542
Rv0795_up,888722,889071,"Rv0795,Rv0796","bin178, bin179",Rv0795_up,"['Rv0795', 'Rv0796']","{178: 0.793424317617866, 179: 0.206575682382134}",889072,890333,888722,890333,+,1262,20.5,0.016244057
Rv0805_up,898481,898830,Rv0805,bin180,Rv0805_up,['Rv0805'],{180: 1.0},898831,899787,898481,899787,+,957,8335.5,8.710031348
Rv0808_up,901761,902110,Rv0808,bin181,Rv0808_up,['Rv0808'],{181: 1.0},902111,903694,901761,903694,+,1584,7064.5,4.459911616
Rv0810c_up,905088,905437,Rv0810c,"bin181, bin182",Rv0810c_up,['Rv0810c'],"{181: 0.1801125703564728, 182: 0.8198874296435272}",905087,904905,904905,905437,-,181,1951,10.77900552
Rv0812_up,906073,906422,Rv0812,bin182,Rv0812_up,['Rv0812'],{182: 1.0},906423,907292,906073,907292,+,870,1579.5,1.815517241
Rv0818_up,910622,910971,"Rv0818,Rv0819",bin183,Rv0818_up,"['Rv0818', 'Rv0819']",{183: 1.0},910972,912683,910622,912683,+,1712,6094,3.559579439
Rv0824c_up,918751,919100,Rv0824c,bin184,Rv0824c_up,['Rv0824c'],{184: 1.0},918750,917734,917734,919100,-,1015,73914,72.82167488
Rv0826_up,919284,919633,Rv0826,"bin184, bin185",Rv0826_up,['Rv0826'],"{184: 0.5099573257467994, 185: 0.4900426742532006}",919634,920689,919284,920689,+,1056,591.5,0.560132576
Rv0827c_up,921134,921483,Rv0827c,bin185,Rv0827c_up,['Rv0827c'],{185: 1.0},921133,920741,920741,921483,-,391,1705,4.360613811
Rv0837c_up,934032,934381,Rv0837c,bin187,Rv0837c_up,['Rv0837c'],{187: 1.0},934031,933003,933003,934381,-,1027,452.5,0.4406037
Rv0839_up,935227,935576,Rv0839,bin188,Rv0839_up,['Rv0839'],{188: 1.0},935577,936389,935227,936389,+,813,975.5,1.199876999
Rv0840c_up,937318,937667,Rv0840c,bin188,Rv0840c_up,['Rv0840c'],{188: 1.0},937317,936457,936457,937667,-,859,886,1.031431898
Rv0847_up,943993,944342,Rv0847,bin189,Rv0847_up,['Rv0847'],{189: 1.0},944343,944735,943993,944735,+,393,3632.5,9.243002545
Rv0854_up,950833,951182,"Rv0854,Rv0855",bin191,Rv0854_up,"['Rv0854', 'Rv0855']",{191: 1.0},951183,952711,950833,952711,+,1529,2205,1.442119032
Rv0859_up,954727,955076,"Rv0859,Rv0860","bin191, bin192",Rv0859_up,"['Rv0859', 'Rv0860']","{191: 0.07347814427460445, 192: 0.9265218557253956}",955077,958455,954727,958455,+,3379,8882,2.62858834
Rv0872c_up,970245,970594,Rv0872c,"bin194, bin195",Rv0872c_up,['Rv0872c'],"{194: 0.72639336711193, 195: 0.27360663288807}",970244,968424,968424,970594,-,1819,6674.5,3.669323804
Rv0876c_up,975938,976287,"Rv0875c,Rv0876c","bin195, bin196",Rv0876c_up,"['Rv0875c', 'Rv0876c']","{195: 0.4814665592264303, 196: 0.5185334407735697}",975937,973806,973806,976287,-,2130,5549.5,2.605399061
Rv0885_up,982412,982761,"Rv0885,Rv0886","bin197, bin198",Rv0885_up,"['Rv0885', 'Rv0886']","{197: 0.830073741583841, 198: 0.16992625841615902}",982762,985530,982412,985530,+,2769,4485,1.61971831
Rv0888_up,986883,987232,Rv0888,bin198,Rv0888_up,['Rv0888'],{198: 1.0},987233,988705,986883,988705,+,1473,5386.5,3.656822811
Rv0898c_up,1002705,1003054,Rv0898c,bin201,Rv0898c_up,['Rv0898c'],{201: 1.0},1002704,1002441,1002441,1003054,-,262,3146,12.00763359
Rv0907_up,1009786,1010135,"Rv0907,Rv0908","bin202, bin203",Rv0907_up,"['Rv0907', 'Rv0908']","{202: 0.049550587693016825, 203: 0.9504494123069832}",1010136,1014124,1009786,1014124,+,3989,6090,1.526698421
Rv0911_up,1015048,1015397,Rv0911,bin204,Rv0911_up,['Rv0911'],{204: 1.0},1015398,1016171,1015048,1016171,+,774,891.5,1.151808786
Rv0916c_up,1021644,1021993,"Rv0915c,Rv0916c",bin205,Rv0916c_up,"['Rv0915c', 'Rv0916c']",{205: 1.0},1021643,1020058,1020058,1021993,-,1584,561.5,0.354482323
Rv0921_up,1026754,1027103,"Rv0921,Rv0922",bin206,Rv0921_up,"['Rv0921', 'Rv0922']",{206: 1.0},1027104,1029337,1026754,1029337,+,2234,14320.5,6.410250671
Rv0927c_up,1034632,1034981,Rv0927c,bin207,Rv0927c_up,['Rv0927c'],{207: 1.0},1034631,1033840,1033840,1034981,-,790,1095,1.386075949
Rv0928_up,1034553,1034902,"Rv0928,Rv0929,Rv0930","bin207, bin208",Rv0928_up,"['Rv0928', 'Rv0929', 'Rv0930']","{207: 0.1328194485621109, 208: 0.8671805514378891}",1034903,1037925,1034553,1037925,+,3023,9332,3.086999669
Rv0940c_up,1051460,1051809,Rv0940c,bin211,Rv0940c_up,['Rv0940c'],{211: 1.0},1051459,1050593,1050593,1051809,-,865,1259.5,1.456069364
Rv0949_up,1057910,1058259,Rv0949,"bin212, bin213",Rv0949_up,['Rv0949'],"{212: 0.7843210802700675, 213: 0.21567891972993247}",1058260,1060575,1057910,1060575,+,2316,3226,1.392918826
Rv0951_up,1061614,1061963,"Rv0951,Rv0952",bin213,Rv0951_up,"['Rv0951', 'Rv0952']",{213: 1.0},1061964,1064051,1061614,1064051,+,2088,20371.5,9.756465517
Rv0954_up,1064777,1065126,Rv0954,"bin213, bin214",Rv0954_up,['Rv0954'],"{213: 0.1774960380348653, 214: 0.8225039619651348}",1065127,1066038,1064777,1066038,+,912,12049,13.21162281
Rv0958_up,1069533,1069882,"Rv0958,Rv0959","bin214, bin215",Rv0958_up,"['Rv0958', 'Rv0959']","{214: 0.12510024057738572, 215: 0.8748997594226142}",1069883,1073273,1069533,1073273,+,3391,6401,1.887643763
Rv0960_up,1073195,1073544,Rv0960,bin215,Rv0960_up,['Rv0960'],{215: 1.0},1073545,1073928,1073195,1073928,+,384,974,2.536458333
Rv0962c_up,1075115,1075464,Rv0962c,"bin215, bin216",Rv0962c_up,['Rv0962c'],"{215: 0.5473170731707317, 216: 0.4526829268292683}",1075114,1074440,1074440,1075464,-,673,480,0.713224368
Rv0967_up,1077625,1077974,Rv0967,bin216,Rv0967_up,['Rv0967'],{216: 1.0},1077975,1078334,1077625,1078334,+,360,3150,8.75
Rv0968_up,1078041,1078390,Rv0968,bin216,Rv0968_up,['Rv0968'],{216: 1.0},1078391,1078687,1078041,1078687,+,297,2016.5,6.78956229
Rv0979A_up,1094536,1094885,Rv0979A,"bin219, bin220",Rv0979A_up,['Rv0979A'],"{219: 0.8874045801526718, 220: 0.11259541984732824}",1094886,1095059,1094536,1095059,+,174,1727,9.925287356
Rv0980c_up,1096452,1096801,Rv0980c,bin220,Rv0980c_up,['Rv0980c'],{220: 1.0},1096451,1095078,1095078,1096801,-,1372,4640,3.381924198
Rv0991c_up,1108505,1108854,Rv0991c,bin222,Rv0991c_up,['Rv0991c'],{222: 1.0},1108504,1108172,1108172,1108854,-,331,2116,6.392749245
Rv0993_up,1108922,1109271,Rv0993,"bin222, bin223",Rv0993_up,['Rv0993'],"{222: 0.8489378442171518, 223: 0.15106215578284815}",1109272,1110192,1108922,1110192,+,921,2875.5,3.122149837
Rv0995_up,1111262,1111611,Rv0995,bin223,Rv0995_up,['Rv0995'],{223: 1.0},1111612,1112223,1111262,1112223,+,612,1285,2.099673203
Rv0996_up,1112034,1112383,Rv0996,bin223,Rv0996_up,['Rv0996'],{223: 1.0},1112384,1113460,1112034,1113460,+,1077,6056,5.623026927
Rv0998_up,1114398,1114747,"Rv0998,Rv0999","bin223, bin224",Rv0998_up,"['Rv0998', 'Rv0999']","{223: 0.2833646616541353, 224: 0.7166353383458647}",1114748,1116525,1114398,1116525,+,1778,3391,1.9071991
Rv1000c_up,1117149,1117498,Rv1000c,bin224,Rv1000c_up,['Rv1000c'],{224: 1.0},1117148,1116531,1116531,1117498,-,616,944,1.532467532
Rv1006_up,1123364,1123713,Rv1006,"bin225, bin226",Rv1006_up,['Rv1006'],"{225: 0.7969814995131451, 226: 0.2030185004868549}",1123714,1125417,1123364,1125417,+,1704,10675.5,6.264964789
Rv1013_up,1131275,1131624,Rv1013,bin227,Rv1013_up,['Rv1013'],{227: 1.0},1131625,1133259,1131275,1133259,+,1635,4560.5,2.789296636
Rv1023_up,1144214,1144563,"Rv1023,Rv1024,Rv1025,Rv1026","bin229, bin230",Rv1023_up,"['Rv1023', 'Rv1024', 'Rv1025', 'Rv1026']","{229: 0.2090305444887118, 230: 0.7909694555112882}",1144564,1147978,1144214,1147978,+,3415,7209.5,2.111127379
Rv1028A_up,1151570,1151919,"Rv1028A,Rv1029,Rv1030,Rv1031","bin231, bin232",Rv1028A_up,"['Rv1028A', 'Rv1029', 'Rv1030', 'Rv1031']","{231: 0.7069853698743046, 232: 0.29301463012569545}",1151920,1156422,1151570,1156422,+,4503,2898.5,0.64368199
Rv1047_up,1169073,1169422,Rv1047,"bin234, bin235",Rv1047_up,['Rv1047'],"{234: 0.5807259073842302, 235: 0.4192740926157697}",1169423,1170670,1169073,1170670,+,1248,133.5,0.106971154
Rv1049_up,1172036,1172385,Rv1049,bin235,Rv1049_up,['Rv1049'],{235: 1.0},1172386,1172832,1172036,1172832,+,447,285,0.637583893
Rv1051c_up,1174701,1175050,Rv1051c,"bin235, bin236",Rv1051c_up,['Rv1051c'],"{235: 0.9547920433996383, 236: 0.045207956600361664}",1174700,1173945,1173945,1175050,-,754,157.5,0.208885942
Rv1052_up,1175373,1175722,Rv1052,bin236,Rv1052_up,['Rv1052'],{236: 1.0},1175723,1176112,1175373,1176112,+,390,251,0.643589744
Rv1053c_up,1176287,1176636,Rv1053c,bin236,Rv1053c_up,['Rv1053c'],{236: 1.0},1176286,1176011,1176011,1176636,-,274,1042.5,3.804744526
Rv1060_up,1183158,1183507,Rv1060,bin237,Rv1060_up,['Rv1060'],{237: 1.0},1183508,1183981,1183158,1183981,+,474,1415,2.985232068
Rv1064c_up,1187324,1187673,Rv1064c,bin238,Rv1064c_up,['Rv1064c'],{238: 1.0},1187323,1186904,1186904,1187673,-,418,314.5,0.752392344
Rv1065_up,1187085,1187434,"Rv1065,Rv1066",bin238,Rv1065_up,"['Rv1065', 'Rv1066']",{238: 1.0},1187435,1188393,1187085,1188393,+,959,3084,3.215849844
Rv1073_up,1196881,1197230,Rv1073,bin240,Rv1073_up,['Rv1073'],{240: 1.0},1197231,1198082,1196881,1198082,+,852,4610.5,5.411384977
Rv1076_up,1200417,1200766,Rv1076,bin241,Rv1076_up,['Rv1076'],{241: 1.0},1200767,1201660,1200417,1201660,+,894,1348,1.507829978
Rv1077_up,1201367,1201716,Rv1077,bin241,Rv1077_up,['Rv1077'],{241: 1.0},1201717,1203111,1201367,1203111,+,1395,4765.5,3.416129032
Rv1085c_up,1210485,1210834,Rv1085c,"bin242, bin243",Rv1085c_up,['Rv1085c'],"{242: 0.22706209453197404, 243: 0.772937905468026}",1210484,1209756,1209756,1210834,-,727,1763,2.425034388
Rv1088_up,1214163,1214512,"Rv1088,Rv1089","bin243, bin244",Rv1088_up,"['Rv1088', 'Rv1089']","{243: 0.8648090815273478, 244: 0.13519091847265222}",1214513,1215131,1214163,1215131,+,619,119,0.192245557
Rv1093_up,1220224,1220573,Rv1093,bin245,Rv1093_up,['Rv1093'],{245: 1.0},1220574,1221854,1220224,1221854,+,1281,7704,6.014051522
Rv1095_up,1222647,1222996,Rv1095,bin245,Rv1095_up,['Rv1095'],{245: 1.0},1222997,1224298,1222647,1224298,+,1302,25964,19.94162826
Rv1112_up,1237905,1238254,Rv1112,bin248,Rv1112_up,['Rv1112'],{248: 1.0},1238255,1239328,1237905,1239328,+,1074,393.5,0.366387337
Rv1113_up,1239066,1239415,"Rv1113,Rv1114",bin248,Rv1113_up,"['Rv1113', 'Rv1114']",{248: 1.0},1239416,1239984,1239066,1239984,+,569,488.5,0.858523726
Rv1115_up,1239837,1240186,Rv1115,"bin248, bin249",Rv1115_up,['Rv1115'],"{248: 0.1563393708293613, 249: 0.8436606291706387}",1240187,1240885,1239837,1240885,+,699,363.5,0.520028612
Rv1117_up,1241283,1241632,Rv1117,bin249,Rv1117_up,['Rv1117'],{249: 1.0},1241633,1241956,1241283,1241956,+,324,2143.5,6.615740741
Rv1121_up,1243357,1243706,Rv1121,"bin249, bin250",Rv1121_up,['Rv1121'],"{249: 0.9388920616790406, 250: 0.061107938320959454}",1243707,1245107,1243357,1245107,+,1401,4419.5,3.154532477
Rv1122_up,1244779,1245128,Rv1122,"bin249, bin250",Rv1122_up,['Rv1122'],"{249: 0.1616897305171158, 250: 0.8383102694828842}",1245129,1246151,1244779,1246151,+,1023,3157.5,3.086510264
Rv1124_up,1246777,1247126,"Rv1124,Rv1125",bin250,Rv1124_up,"['Rv1124', 'Rv1125']",{250: 1.0},1247127,1249326,1246777,1249326,+,2200,1775,0.806818182
Rv1147_up,1274550,1274899,Rv1147,"bin255, bin256",Rv1147_up,['Rv1147'],"{255: 0.45054945054945056, 256: 0.5494505494505495}",1274900,1275550,1274550,1275550,+,651,1739,2.671274962
Rv1149_up,1277543,1277892,Rv1149,bin256,Rv1149_up,['Rv1149'],{256: 1.0},1277893,1278300,1277543,1278300,+,408,27,0.066176471
Rv1152_up,1279305,1279654,Rv1152,"bin256, bin257",Rv1152_up,['Rv1152'],"{256: 0.9720670391061452, 257: 0.027932960893854747}",1279655,1280020,1279305,1280020,+,366,965.5,2.637978142
Rv1158c_up,1284863,1285212,"Rv1157c,Rv1158c","bin257, bin258",Rv1158c_up,"['Rv1157c', 'Rv1158c']","{257: 0.9017153453871117, 258: 0.09828465461288827}",1284862,1283056,1283056,1285212,-,1805,7195,3.986149584
Rv1160_up,1286245,1286594,Rv1160,bin258,Rv1160_up,['Rv1160'],{258: 1.0},1286595,1287020,1286245,1287020,+,426,406,0.953051643
Rv1165_up,1293818,1294167,Rv1165,"bin259, bin260",Rv1165_up,['Rv1165'],"{259: 0.5288332588287885, 260: 0.47116674117121143}",1294168,1296054,1293818,1296054,+,1887,4287.5,2.272125066
Rv1169c_up,1300125,1300474,"Rv1168c,Rv1169c","bin260, bin261",Rv1169c_up,"['Rv1168c', 'Rv1169c']","{260: 0.722969023962595, 261: 0.277030976037405}",1300124,1298764,1298764,1300474,-,1359,4966.5,3.654525386
Rv1172c_up,1302682,1303031,Rv1172c,bin261,Rv1172c_up,['Rv1172c'],{261: 1.0},1302681,1301755,1301755,1303031,-,925,7006.5,7.574594595
Rv1173_up,1302581,1302930,Rv1173,"bin261, bin262",Rv1173_up,['Rv1173'],"{261: 0.828483396097227, 262: 0.171516603902773}",1302931,1305501,1302581,1305501,+,2571,19035.5,7.403928433
Rv1180_up,1313375,1313724,Rv1180,"bin263, bin264",Rv1180_up,['Rv1180'],"{263: 0.8948816730875069, 264: 0.10511832691249312}",1313725,1315191,1313375,1315191,+,1467,207.5,0.141445126
Rv1184c_up,1325612,1325961,Rv1184c,"bin265, bin266",Rv1184c_up,['Rv1184c'],"{265: 0.32797202797202796, 266: 0.672027972027972}",1325611,1324532,1324532,1325961,-,1078,423,0.392393321
Rv1185c_up,1327513,1327862,Rv1185c,bin266,Rv1185c_up,['Rv1185c'],{266: 1.0},1327512,1325776,1325776,1327862,-,1735,3267,1.882997118
Rv1193_up,1335444,1335793,Rv1193,bin268,Rv1193_up,['Rv1193'],{268: 1.0},1335794,1337215,1335444,1337215,+,1422,4066.5,2.859704641
Rv1194c_up,1338514,1338863,Rv1194c,bin268,Rv1194c_up,['Rv1194c'],{268: 1.0},1338513,1337248,1337248,1338863,-,1264,7711,6.100474684
Rv1195_up,1338653,1339002,Rv1195,bin268,Rv1195_up,['Rv1195'],{268: 1.0},1339003,1339302,1338653,1339302,+,300,51763.5,172.545
Rv1199c_up,1342606,1342955,Rv1199c,bin269,Rv1199c_up,['Rv1199c'],{269: 1.0},1342605,1341358,1341358,1342955,-,1246,8833.5,7.089486356
Rv1200_up,1342592,1342941,Rv1200,bin269,Rv1200_up,['Rv1200'],{269: 1.0},1342942,1344219,1342592,1344219,+,1278,4406,3.447574335
Rv1203c_up,1346906,1347255,Rv1203c,bin270,Rv1203c_up,['Rv1203c'],{270: 1.0},1346905,1346321,1346321,1347255,-,583,310,0.531732419
Rv1206_up,1348982,1349331,Rv1206,"bin270, bin271",Rv1206_up,['Rv1206'],"{270: 0.47527985074626866, 271: 0.5247201492537313}",1349332,1351125,1348982,1351125,+,1794,2533,1.411928651
Rv1219c_up,1363362,1363711,"Rv1216c,Rv1217c,Rv1218c,Rv1219c","bin272, bin273",Rv1219c_up,"['Rv1216c', 'Rv1217c', 'Rv1218c', 'Rv1219c']","{272: 0.12476415094339623, 273: 0.8752358490566038}",1363361,1359472,1359472,1363711,-,3888,4190,1.077674897
Rv1220c_up,1364151,1364500,Rv1220c,bin273,Rv1220c_up,['Rv1220c'],{273: 1.0},1364150,1363503,1363503,1364500,-,646,3135.5,4.85371517
Rv1234_up,1376626,1376975,"Rv1234,Rv1235,Rv1236,Rv1237,Rv1238","bin276, bin277",Rv1234_up,"['Rv1234', 'Rv1235', 'Rv1236', 'Rv1237', 'Rv1238']","{276: 0.6440839694656488, 277: 0.35591603053435117}",1376976,1381865,1376626,1381865,+,4890,7596.5,1.553476483
Rv1240_up,1382863,1383212,Rv1240,bin277,Rv1240_up,['Rv1240'],{277: 1.0},1383213,1384202,1382863,1384202,+,990,7549.5,7.625757576
Rv1241_up,1383928,1384277,"Rv1241,Rv1242",bin277,Rv1241_up,"['Rv1241', 'Rv1242']",{277: 1.0},1384278,1384966,1383928,1384966,+,689,2123,3.081277213
Rv1244_up,1386507,1386856,Rv1244,bin278,Rv1244_up,['Rv1244'],{278: 1.0},1386857,1387717,1386507,1387717,+,861,2196,2.550522648
Rv1247c_up,1389245,1389594,"Rv1246c,Rv1247c",bin278,Rv1247c_up,"['Rv1246c', 'Rv1247c']",{278: 1.0},1389244,1388685,1388685,1389594,-,558,1329,2.38172043
Rv1256c_up,1404604,1404953,"Rv1255c,Rv1256c",bin281,Rv1256c_up,"['Rv1255c', 'Rv1256c']",{281: 1.0},1404603,1402778,1402778,1404953,-,1824,2620,1.436403509
Rv1265_up,1412910,1413259,Rv1265,bin283,Rv1265_up,['Rv1265'],{283: 1.0},1413260,1413940,1412910,1413940,+,681,4264.5,6.262114537
Rv1266c_up,1415841,1416190,Rv1266c,"bin283, bin284",Rv1266c_up,['Rv1266c'],"{283: 0.4666069027341999, 284: 0.5333930972658001}",1415840,1413960,1413960,1416190,-,1879,2823.5,1.50266099
Rv1271c_up,1420303,1420652,Rv1271c,"bin284, bin285",Rv1271c_up,['Rv1271c'],"{284: 0.057803468208092484, 285: 0.9421965317919075}",1420302,1419961,1419961,1420652,-,340,1903,5.597058824
Rv1284_up,1436974,1437323,Rv1284,bin288,Rv1284_up,['Rv1284'],{288: 1.0},1437324,1437815,1436974,1437815,+,492,785,1.595528455
Rv1287_up,1440455,1440804,Rv1287,bin289,Rv1287_up,['Rv1287'],{289: 1.0},1440805,1441290,1440455,1441290,+,486,886.5,1.824074074
Rv1292_up,1446029,1446378,"Rv1292,Rv1293,Rv1294,Rv1295","bin290, bin291",Rv1292_up,"['Rv1292', 'Rv1293', 'Rv1294', 'Rv1295']","{290: 0.6906624934793949, 291: 0.3093375065206051}",1446379,1451779,1446029,1451779,+,5401,20013.5,3.705517497
Rv1297_up,1452854,1453203,Rv1297,"bin291, bin292",Rv1297_up,['Rv1297'],"{291: 0.9944418712366836, 292: 0.00555812876331635}",1453204,1455012,1452854,1455012,+,1809,151641.5,83.82614704
Rv1298_up,1454813,1455162,Rv1298,"bin291, bin292",Rv1298_up,['Rv1298'],"{291: 0.31703204047217537, 292: 0.6829679595278246}",1455163,1455405,1454813,1455405,+,243,10971,45.14814815
Rv1303_up,1459416,1459765,"Rv1303,Rv1304","bin292, bin293",Rv1303_up,"['Rv1303', 'Rv1304']","{292: 0.3700189753320683, 293: 0.6299810246679317}",1459766,1460996,1459416,1460996,+,1231,12206.5,9.915922015
Rv1310_up,1465491,1465840,"Rv1310,Rv1311,Rv1312",bin294,Rv1310_up,"['Rv1310', 'Rv1311', 'Rv1312']",{294: 1.0},1465841,1468131,1465491,1468131,+,2291,24901.5,10.86927106
Rv1314c_up,1470253,1470602,Rv1314c,"bin294, bin295",Rv1314c_up,['Rv1314c'],"{294: 0.3540772532188841, 295: 0.6459227467811158}",1470252,1469671,1469671,1470602,-,580,1186.5,2.045689655
Rv1318c_up,1480825,1481174,Rv1318c,"bin296, bin297",Rv1318c_up,['Rv1318c'],"{296: 0.4058704453441296, 297: 0.5941295546558705}",1480824,1479199,1479199,1481174,-,1624,8521.5,5.247229064
Rv1320c_up,1484218,1484567,"Rv1319c,Rv1320c",bin297,Rv1320c_up,"['Rv1319c', 'Rv1320c']",{297: 1.0},1484217,1480894,1480894,1484567,-,3322,9678.5,2.91345575
Rv1322A_up,1485772,1486121,Rv1322A,bin298,Rv1322A_up,['Rv1322A'],{298: 1.0},1485771,1485313,1485313,1486121,-,457,18523,40.53172867
Rv1344_up,1508618,1508967,"Rv1344,Rv1345,Rv1346","bin302, bin303",Rv1344_up,"['Rv1344', 'Rv1345', 'Rv1346']","{302: 0.408084980820301, 303: 0.591915019179699}",1508968,1512006,1508618,1512006,+,3039,12428,4.089503126
Rv1348_up,1512697,1513046,"Rv1348,Rv1349","bin303, bin304",Rv1348_up,"['Rv1348', 'Rv1349']","{303: 0.49378482640377197, 304: 0.506215173596228}",1513047,1517362,1512697,1517362,+,4316,12522,2.901297498
Rv1356c_up,1524821,1525170,"Rv1353c,Rv1354c,Rv1355c,Rv1356c","bin304, bin305, bin306",Rv1356c_up,"['Rv1353c', 'Rv1354c', 'Rv1355c', 'Rv1356c']","{304: 0.13414838385530062, 305: 0.8373806732540613, 306: 0.028470942890638083}",1524820,1519200,1519200,1525170,-,5619,4788.5,0.8521979
Rv1358_up,1526262,1526611,Rv1358,"bin306, bin307",Rv1358_up,['Rv1358'],"{306: 0.9762402088772846, 307: 0.023759791122715406}",1526612,1530091,1526262,1530091,+,3480,802,0.23045977
Rv1363c_up,1535393,1535742,"Rv1362c,Rv1363c","bin307, bin308",Rv1363c_up,"['Rv1362c', 'Rv1363c']","{307: 0.5866295264623955, 308: 0.4133704735376045}",1535392,1533948,1533948,1535742,-,1443,3628.5,2.514553015
Rv1365c_up,1538170,1538519,Rv1365c,bin308,Rv1365c_up,['Rv1365c'],{308: 1.0},1538169,1537783,1537783,1538519,-,385,607.5,1.577922078
Rv1375_up,1547482,1547831,"Rv1375,Rv1376","bin310, bin311",Rv1375_up,"['Rv1375', 'Rv1376']","{310: 0.7971518987341772, 311: 0.20284810126582278}",1547832,1550641,1547482,1550641,+,2810,9222,3.281850534
Rv1386_up,1561114,1561463,"Rv1386,Rv1387",bin313,Rv1386_up,"['Rv1386', 'Rv1387']",{313: 1.0},1561464,1563388,1561114,1563388,+,1925,39155.5,20.34051948
Rv1396c_up,1573858,1574207,Rv1396c,bin315,Rv1396c_up,['Rv1396c'],{315: 1.0},1573857,1572127,1572127,1574207,-,1729,5701,3.297281666
Rv1398c_up,1574768,1575117,"Rv1397c,Rv1398c","bin315, bin316",Rv1398c_up,"['Rv1397c', 'Rv1398c']","{315: 0.8836978131212724, 316: 0.11630218687872763}",1574767,1574112,1574112,1575117,-,654,12208.5,18.66743119
Rv1402_up,1577263,1577612,Rv1402,bin316,Rv1402_up,['Rv1402'],{316: 1.0},1577613,1579580,1577263,1579580,+,1968,1554.5,0.789888211
Rv1403c_up,1580423,1580772,Rv1403c,"bin316, bin317",Rv1403c_up,['Rv1403c'],"{316: 0.34297872340425534, 317: 0.6570212765957447}",1580422,1579598,1579598,1580772,-,823,713,0.866342649
Rv1420_up,1593692,1594041,"Rv1420,Rv1421,Rv1422,Rv1423","bin319, bin320",Rv1420_up,"['Rv1420', 'Rv1421', 'Rv1422', 'Rv1423']","{319: 0.2521186440677966, 320: 0.7478813559322034}",1594042,1598883,1593692,1598883,+,4842,12041.5,2.486885584
Rv1429_up,1604528,1604877,Rv1429,"bin321, bin322",Rv1429_up,['Rv1429'],"{321: 0.29215565163681284, 322: 0.7078443483631871}",1604878,1606146,1604528,1606146,+,1269,462.5,0.364460205
Rv1443c_up,1622693,1623042,Rv1443c,bin325,Rv1443c_up,['Rv1443c'],{325: 1.0},1622692,1622207,1622207,1623042,-,484,1062,2.194214876
Rv1446c_up,1625366,1625715,"Rv1444c,Rv1445c,Rv1446c","bin325, bin326",Rv1446c_up,"['Rv1444c', 'Rv1445c', 'Rv1446c']","{325: 0.7056401811445039, 326: 0.2943598188554961}",1625365,1623287,1623287,1625715,-,2077,5076,2.443909485
Rv1451_up,1634679,1635028,Rv1451,"bin327, bin328",Rv1451_up,['Rv1451'],"{327: 0.25215348472983556, 328: 0.7478465152701644}",1635029,1635955,1634679,1635955,+,927,2759,2.97626753
Rv1460_up,1645836,1646185,"Rv1460,Rv1461,Rv1462,Rv1463,Rv1464,Rv1465,Rv1466","bin330, bin331",Rv1460_up,"['Rv1460', 'Rv1461', 'Rv1462', 'Rv1463', 'Rv1464', 'Rv1465', 'Rv1466']","{330: 0.5379052047010203, 331: 0.46209479529897973}",1646186,1653578,1645836,1653578,+,7393,30653.5,4.146287028
Rv1468c_up,1656722,1657071,Rv1468c,bin332,Rv1468c_up,['Rv1468c'],{332: 1.0},1656721,1655609,1655609,1657071,-,1111,924.5,0.832133213
Rv1477_up,1666640,1666989,"Rv1477,Rv1478",bin334,Rv1477_up,"['Rv1477', 'Rv1478']",{334: 1.0},1666990,1669144,1666640,1669144,+,2155,9822,4.557772622
Rv1483_up,1673090,1673439,"Rv1483,Rv1484,Rv1485","bin335, bin336",Rv1483_up,"['Rv1483', 'Rv1484', 'Rv1485']","{335: 0.6451721809588116, 336: 0.3548278190411884}",1673440,1676051,1673090,1676051,+,2612,17623.5,6.747128637
Rv1486c_up,1676884,1677233,Rv1486c,bin336,Rv1486c_up,['Rv1486c'],{336: 1.0},1676883,1676017,1676017,1677233,-,865,2482,2.869364162
Rv1491c_up,1681967,1682316,Rv1491c,bin337,Rv1491c_up,['Rv1491c'],{337: 1.0},1681966,1681208,1681208,1682316,-,757,3629.5,4.794583884
Rv1500_up,1690500,1690849,"Rv1500,Rv1501",bin339,Rv1500_up,"['Rv1500', 'Rv1501']",{339: 1.0},1690850,1692711,1690500,1692711,+,1862,2247,1.206766917
